-5.563130974769592285e-01 -1.107653975486755371e+00 -1.381611704826354980e+00 -5.544611811637878418e-01 -1.108424067497253418e+00 -1.347320318222045898e+00 -6.803278923034667969e-01 -1.073534727096557617e+00 -1.345341682434082031e+00
-5.563130974769592285e-01 -1.107653975486755371e+00 -1.381611704826354980e+00 -6.803278923034667969e-01 -1.073534727096557617e+00 -1.345341682434082031e+00 -6.796647310256958008e-01 -1.072281837463378906e+00 -1.379343509674072266e+00
-4.983043968677520752e-01 -7.597646713256835938e-01 -4.373223781585693359e-01 -4.639858305454254150e-01 -7.739580869674682617e-01 -4.374465942382812500e-01 -4.264966249465942383e-01 -7.787836194038391113e-01 -4.373230934143066406e-01
-4.264966249465942383e-01 -7.787836194038391113e-01 -4.373230934143066406e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -4.983043968677520752e-01 -7.597646713256835938e-01 -4.373223781585693359e-01
-4.264966249465942383e-01 -7.787836194038391113e-01 -4.373230934143066406e-01 -3.896614909172058105e-01 -7.739580869674682617e-01 -4.374465942382812500e-01 -3.545510470867156982e-01 -7.595661282539367676e-01 -4.373145103454589844e-01
-3.545510470867156982e-01 -7.595661282539367676e-01 -4.373145103454589844e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -4.264966249465942383e-01 -7.787836194038391113e-01 -4.373230934143066406e-01
-3.545510470867156982e-01 -7.595661282539367676e-01 -4.373145103454589844e-01 -3.253014087677001953e-01 -7.368015646934509277e-01 -4.374465942382812500e-01 -3.033780455589294434e-01 -7.059661149978637695e-01 -4.373388290405273438e-01
-3.033780455589294434e-01 -7.059661149978637695e-01 -4.373388290405273438e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -3.545510470867156982e-01 -7.595661282539367676e-01 -4.373145103454589844e-01
-3.033780455589294434e-01 -7.059661149978637695e-01 -4.373388290405273438e-01 -2.884834408760070801e-01 -6.711501479148864746e-01 -4.374465942382812500e-01 -2.788642644882202148e-01 -6.326977014541625977e-01 -4.374465942382812500e-01
-2.788642644882202148e-01 -6.326977014541625977e-01 -4.374465942382812500e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -3.033780455589294434e-01 -7.059661149978637695e-01 -4.373388290405273438e-01
-2.788642644882202148e-01 -6.326977014541625977e-01 -4.374465942382812500e-01 -2.823045551776885986e-01 -5.951111316680908203e-01 -4.374465942382812500e-01 -2.984822392463684082e-01 -5.614730119705200195e-01 -4.372770786285400391e-01
-2.984822392463684082e-01 -5.614730119705200195e-01 -4.372770786285400391e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -2.788642644882202148e-01 -6.326977014541625977e-01 -4.374465942382812500e-01
-2.984822392463684082e-01 -5.614730119705200195e-01 -4.372770786285400391e-01 -3.252961039543151855e-01 -5.337388515472412109e-01 -4.374468326568603516e-01 -3.553248643875122070e-01 -5.105966329574584961e-01 -4.373166561126708984e-01
-3.553248643875122070e-01 -5.105966329574584961e-01 -4.373166561126708984e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -2.984822392463684082e-01 -5.614730119705200195e-01 -4.372770786285400391e-01
-3.553248643875122070e-01 -5.105966329574584961e-01 -4.373166561126708984e-01 -3.896614909172058105e-01 -4.965767860412597656e-01 -4.374468326568603516e-01 -4.268235564231872559e-01 -4.927083551883697510e-01 -4.373438358306884766e-01
-4.268235564231872559e-01 -4.927083551883697510e-01 -4.373438358306884766e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -3.553248643875122070e-01 -5.105966329574584961e-01 -4.373166561126708984e-01
-4.268235564231872559e-01 -4.927083551883697510e-01 -4.373438358306884766e-01 -4.639858305454254150e-01 -4.965767860412597656e-01 -4.374465942382812500e-01 -4.991161823272705078e-01 -5.099079012870788574e-01 -4.372944831848144531e-01
-4.991161823272705078e-01 -5.099079012870788574e-01 -4.372944831848144531e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -4.268235564231872559e-01 -4.927083551883697510e-01 -4.373438358306884766e-01
-4.991161823272705078e-01 -5.099079012870788574e-01 -4.372944831848144531e-01 -5.283526778221130371e-01 -5.337387323379516602e-01 -4.374465942382812500e-01 -5.513141155242919922e-01 -5.637878179550170898e-01 -4.373223781585693359e-01
-5.513141155242919922e-01 -5.637878179550170898e-01 -4.373223781585693359e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -4.991161823272705078e-01 -5.099079012870788574e-01 -4.372944831848144531e-01
-5.513141155242919922e-01 -5.637878179550170898e-01 -4.373223781585693359e-01 -5.655133724212646484e-01 -5.981053113937377930e-01 -4.374465942382812500e-01 -5.703753232955932617e-01 -6.356099843978881836e-01 -4.373223781585693359e-01
-5.703753232955932617e-01 -6.356099843978881836e-01 -4.373223781585693359e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -5.513141155242919922e-01 -5.637878179550170898e-01 -4.373223781585693359e-01
-5.703753232955932617e-01 -6.356099843978881836e-01 -4.373223781585693359e-01 -5.655133724212646484e-01 -6.724295020103454590e-01 -4.374465942382812500e-01 -5.509711503982543945e-01 -7.073390483856201172e-01 -4.373223781585693359e-01
-5.509711503982543945e-01 -7.073390483856201172e-01 -4.373223781585693359e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -5.703753232955932617e-01 -6.356099843978881836e-01 -4.373223781585693359e-01
-5.509711503982543945e-01 -7.073390483856201172e-01 -4.373223781585693359e-01 -5.283526778221130371e-01 -7.367962598800659180e-01 -4.374465942382812500e-01 -4.983043968677520752e-01 -7.597646713256835938e-01 -4.373223781585693359e-01
-4.983043968677520752e-01 -7.597646713256835938e-01 -4.373223781585693359e-01 -4.269339442253112793e-01 -6.352538466453552246e-01 -4.357066154479980469e-01 -5.509711503982543945e-01 -7.073390483856201172e-01 -4.373223781585693359e-01
-6.792632341384887695e-01 -1.073167324066162109e+00 -7.481012344360351562e-01 -6.809916496276855469e-01 -1.073099970817565918e+00 -7.851090431213378906e-01 -5.538256168365478516e-01 -1.108400583267211914e+00 -7.839949131011962891e-01
