1.830590963363647461e+00 -2.601552248001098633e+00 1.171465158462524414e+00 1.846480131149291992e+00 -2.500871181488037109e+00 1.171465158462524414e+00 1.831059455871582031e+00 -2.494261264801025391e+00 1.151159524917602539e+00
1.830590963363647461e+00 -2.601552248001098633e+00 1.171465158462524414e+00 1.831059455871582031e+00 -2.494261264801025391e+00 1.151159524917602539e+00 1.816239118576049805e+00 -2.599146604537963867e+00 1.149158239364624023e+00
1.945474386215209961e+00 -2.329409122467041016e+00 1.171465158462524414e+00 2.026242971420288086e+00 -2.269625902175903320e+00 1.171465158462524414e+00 2.015533924102783203e+00 -2.250982999801635742e+00 1.151249647140502930e+00
1.945474386215209961e+00 -2.329409122467041016e+00 1.171465158462524414e+00 2.015533924102783203e+00 -2.250982999801635742e+00 1.151249647140502930e+00 1.930206060409545898e+00 -2.314141035079956055e+00 1.151249647140502930e+00
2.564810514450073242e+00 -2.399469614028930664e+00 1.151249170303344727e+00 2.572835922241210938e+00 -2.394865274429321289e+00 1.020708322525024414e+00 2.508217811584472656e+00 -2.307577848434448242e+00 1.020708322525024414e+00
2.564810514450073242e+00 -2.399469614028930664e+00 1.151249170303344727e+00 2.508217811584472656e+00 -2.307577848434448242e+00 1.020708322525024414e+00 2.501652717590332031e+00 -2.314141035079956055e+00 1.151249170303344727e+00
2.010930538177490234e+00 -2.242969036102294922e+00 1.020708322525024414e+00 1.923642396926879883e+00 -2.307577848434448242e+00 1.020708322525024414e+00 1.930206060409545898e+00 -2.314141035079956055e+00 1.151249647140502930e+00
2.010930538177490234e+00 -2.242969036102294922e+00 1.020708322525024414e+00 1.930206060409545898e+00 -2.314141035079956055e+00 1.151249647140502930e+00 2.015533924102783203e+00 -2.250982999801635742e+00 1.151249647140502930e+00
2.615202426910400391e+00 -2.706850528717041016e+00 1.020708322525024414e+00 2.627451896667480469e+00 -2.600753545761108398e+00 1.020708322525024414e+00 2.618276119232177734e+00 -2.600761651992797852e+00 1.151249647140502930e+00
2.615202426910400391e+00 -2.706850528717041016e+00 1.020708322525024414e+00 2.618276119232177734e+00 -2.600761651992797852e+00 1.151249647140502930e+00 2.606235980987548828e+00 -2.704447984695434570e+00 1.151249647140502930e+00
2.618276119232177734e+00 -2.600761651992797852e+00 1.151249647140502930e+00 2.627451896667480469e+00 -2.600753545761108398e+00 1.020708322525024414e+00 2.615202426910400391e+00 -2.492880821228027344e+00 1.020708322525024414e+00
2.618276119232177734e+00 -2.600761651992797852e+00 1.151249647140502930e+00 2.615202426910400391e+00 -2.492880821228027344e+00 1.020708322525024414e+00 2.606235980987548828e+00 -2.495282649993896484e+00 1.151249647140502930e+00
1.931113481521606445e+00 -2.906078577041625977e+00 9.682650566101074219e-01 1.866307258605957031e+00 -2.835799932479858398e+00 9.695234298706054688e-01 1.847168922424316406e+00 -2.854413747787475586e+00 5.674245357513427734e-01
1.931113481521606445e+00 -2.906078577041625977e+00 9.682650566101074219e-01 1.847168922424316406e+00 -2.854413747787475586e+00 5.674245357513427734e-01 1.911426544189453125e+00 -2.923246145248413086e+00 5.674364566802978516e-01
2.508217811584472656e+00 -2.892153263092041016e+00 1.020708084106445312e+00 2.420411586761474609e+00 -2.954038858413696289e+00 1.020708084106445312e+00 2.435199022293090820e+00 -2.981986999511718750e+00 5.674490928649902344e-01
2.508217811584472656e+00 -2.892153263092041016e+00 1.020708084106445312e+00 2.435199022293090820e+00 -2.981986999511718750e+00 5.674490928649902344e-01 2.528496026992797852e+00 -2.912432432174682617e+00 5.674490928649902344e-01
2.585379362106323242e+00 -2.698859453201293945e+00 1.171465158462524414e+00 2.543359994888305664e+00 -2.791276931762695312e+00 1.170615911483764648e+00 2.560179948806762695e+00 -2.801212549209594727e+00 1.150855779647827148e+00
2.585379362106323242e+00 -2.698859453201293945e+00 1.171465158462524414e+00 2.560179948806762695e+00 -2.801212549209594727e+00 1.150855779647827148e+00 2.606235980987548828e+00 -2.704447984695434570e+00 1.151249647140502930e+00
2.108944654464721680e+00 -2.200593471527099609e+00 1.020708322525024414e+00 2.216843366622924805e+00 -2.188284397125244141e+00 1.020708322525024414e+00 2.216906785964965820e+00 -2.159729242324829102e+00 5.674493312835693359e-01
2.108944654464721680e+00 -2.200593471527099609e+00 1.020708322525024414e+00 2.216906785964965820e+00 -2.159729242324829102e+00 5.674493312835693359e-01 2.101521730422973633e+00 -2.172892093658447266e+00 5.674493312835693359e-01
2.216843366622924805e+00 -2.188284397125244141e+00 1.020708322525024414e+00 2.322914123535156250e+00 -2.200593471527099609e+00 1.020708322525024414e+00 2.330336570739746094e+00 -2.172892093658447266e+00 5.674493312835693359e-01
